"","i","j","cosSimEs"
"955","Eec04The","Faz15Jou",0
"956","Eec04The","Gab11Jou",0
"974","Eec04The","Luc14Eco",0
"978","Eec04The","Mod15Qua",0
"986","Eec04The","Pen10Phy",0
"991","Eec04The","Sch12Reg",0
"1001","Ett87Env","Faz15Jou",0
"1002","Ett87Env","Gab11Jou",0
"1020","Ett87Env","Luc14Eco",0
"1024","Ett87Env","Mod15Qua",0
"1032","Ett87Env","Pen10Phy",0
"1037","Ett87Env","Sch12Reg",0
"1065","Ezz15Rev","Luc14Eco",0
"1092","Faz15Jou","Gab99Qua",0
"1093","Faz15Jou","Gan06Eco",0
"1094","Faz15Jou","Gan13Eco",0
"1095","Faz15Jou","Gie10Jou",0
"1096","Faz15Jou","Gon10Jou",0
"1097","Faz15Jou","Gue95Urb",0
"1098","Faz15Jou","Gul12Age",0
"1099","Faz15Jou","Hol10Nat",0
"1100","Faz15Jou","Ign15Dis",0
"1101","Faz15Jou","Iye13Eur",0
"1102","Faz15Jou","Kam90Jou",0
"1103","Faz15Jou","Knu01Ame",0
"1104","Faz15Jou","Kra98Urb",0
"1105","Faz15Jou","Kru96Jou",0
"1106","Faz15Jou","Kum14Jou",0
"1107","Faz15Jou","LeG08Emp",0
"1108","Faz15Jou","Li_16Wor",0
"1109","Faz15Jou","Luc14Eco",0
"1110","Faz15Jou","Mal80Env",0
"1111","Faz15Jou","Man16Reg",0
"1112","Faz15Jou","Mir86Urb",0
"1114","Faz15Jou","Mor13Tex",0
"1115","Faz15Jou","Mor13Tow",0
"1116","Faz15Jou","Nau03Jou",0
"1117","Faz15Jou","Nis08Jou",0
"1118","Faz15Jou","Oka79Reg",0
"1119","Faz15Jou","Par83Jou",0
"1120","Faz15Jou","Par85Jou",0
"1122","Faz15Jou","Pop74Sov",0
"1123","Faz15Jou","Pum15Cyb",0
"1124","Faz15Jou","Ros80Jou",0
"1125","Faz15Jou","Roz11Ame",0
"1127","Faz15Jou","She12Com",0
"1128","Faz15Jou","Son02Urb",0
"1129","Faz15Jou","Soo05Reg",0
"1130","Faz15Jou","Soo07Urb",0
"1131","Faz15Jou","Sua80Jou",0
"1133","Faz15Jou","XuZ09Urb",0
"1134","Faz15Jou","Ziq16Asi",0
"1135","Gab11Jou","Gab99Qua",0
"1136","Gab11Jou","Gan06Eco",0
"1137","Gab11Jou","Gan13Eco",0
"1138","Gab11Jou","Gie10Jou",0
"1139","Gab11Jou","Gon10Jou",0
"1140","Gab11Jou","Gue95Urb",0
"1141","Gab11Jou","Gul12Age",0
"1142","Gab11Jou","Hol10Nat",0
"1143","Gab11Jou","Ign15Dis",0
"1144","Gab11Jou","Iye13Eur",0
"1145","Gab11Jou","Kam90Jou",0
"1146","Gab11Jou","Knu01Ame",0
"1147","Gab11Jou","Kra98Urb",0
"1148","Gab11Jou","Kru96Jou",0
"1149","Gab11Jou","Kum14Jou",0
"1150","Gab11Jou","LeG08Emp",0
"1151","Gab11Jou","Li_16Wor",0
"1152","Gab11Jou","Luc14Eco",0
"1153","Gab11Jou","Mal80Env",0
"1154","Gab11Jou","Man16Reg",0
"1155","Gab11Jou","Mir86Urb",0
"1157","Gab11Jou","Mor13Tex",0
"1158","Gab11Jou","Mor13Tow",0
"1159","Gab11Jou","Nau03Jou",0
"1160","Gab11Jou","Nis08Jou",0
"1161","Gab11Jou","Oka79Reg",0
"1162","Gab11Jou","Par83Jou",0
"1163","Gab11Jou","Par85Jou",0
"1165","Gab11Jou","Pop74Sov",0
"1166","Gab11Jou","Pum15Cyb",0
"1167","Gab11Jou","Ros80Jou",0
"1168","Gab11Jou","Roz11Ame",0
"1170","Gab11Jou","She12Com",0
"1171","Gab11Jou","Son02Urb",0
"1172","Gab11Jou","Soo05Reg",0
"1173","Gab11Jou","Soo07Urb",0
"1174","Gab11Jou","Sua80Jou",0
"1176","Gab11Jou","XuZ09Urb",0
"1177","Gab11Jou","Ziq16Asi",0
"1194","Gab99Qua","Luc14Eco",0
"1198","Gab99Qua","Mod15Qua",0
"1206","Gab99Qua","Pen10Phy",0
"1211","Gab99Qua","Sch12Reg",0
"1235","Gan06Eco","Luc14Eco",0
"1239","Gan06Eco","Mod15Qua",0
"1247","Gan06Eco","Pen10Phy",0
"1252","Gan06Eco","Sch12Reg",0
"1279","Gan13Eco","Mod15Qua",0
"1287","Gan13Eco","Pen10Phy",0
"1292","Gan13Eco","Sch12Reg",0
"1314","Gie10Jou","Luc14Eco",0
"1318","Gie10Jou","Mod15Qua",0
"1326","Gie10Jou","Pen10Phy",0
"1331","Gie10Jou","Sch12Reg",0
"1352","Gon10Jou","Luc14Eco",0
"1356","Gon10Jou","Mod15Qua",0
"1364","Gon10Jou","Pen10Phy",0
"1369","Gon10Jou","Sch12Reg",0
"1389","Gue95Urb","Luc14Eco",0
"1393","Gue95Urb","Mod15Qua",0
"1401","Gue95Urb","Pen10Phy",0
"1406","Gue95Urb","Sch12Reg",0
"1425","Gul12Age","Luc14Eco",0
"1429","Gul12Age","Mod15Qua",0
"1437","Gul12Age","Pen10Phy",0
"1442","Gul12Age","Sch12Reg",0
"1464","Hol10Nat","Mod15Qua",0
"1472","Hol10Nat","Pen10Phy",0
"1477","Hol10Nat","Sch12Reg",0
"1494","Ign15Dis","Luc14Eco",0
"1498","Ign15Dis","Mod15Qua",0
"1506","Ign15Dis","Pen10Phy",0
"1511","Ign15Dis","Sch12Reg",0
"1527","Iye13Eur","Luc14Eco",0
"1531","Iye13Eur","Mod15Qua",0
"1539","Iye13Eur","Pen10Phy",0
"1544","Iye13Eur","Sch12Reg",0
"1559","Kam90Jou","Luc14Eco",0
"1563","Kam90Jou","Mod15Qua",0
"1571","Kam90Jou","Pen10Phy",0
"1576","Kam90Jou","Sch12Reg",0
"1590","Knu01Ame","Luc14Eco",0
"1594","Knu01Ame","Mod15Qua",0
"1602","Knu01Ame","Pen10Phy",0
"1607","Knu01Ame","Sch12Reg",0
"1620","Kra98Urb","Luc14Eco",0
"1624","Kra98Urb","Mod15Qua",0
"1632","Kra98Urb","Pen10Phy",0
"1637","Kra98Urb","Sch12Reg",0
"1649","Kru96Jou","Luc14Eco",0
"1653","Kru96Jou","Mod15Qua",0
"1661","Kru96Jou","Pen10Phy",0
"1666","Kru96Jou","Sch12Reg",0
"1677","Kum14Jou","Luc14Eco",0
"1681","Kum14Jou","Mod15Qua",0
"1689","Kum14Jou","Pen10Phy",0
"1694","Kum14Jou","Sch12Reg",0
"1708","LeG08Emp","Mod15Qua",0
"1716","LeG08Emp","Pen10Phy",0
"1721","LeG08Emp","Sch12Reg",0
"1730","Li_16Wor","Luc14Eco",0
"1734","Li_16Wor","Mod15Qua",0
"1742","Li_16Wor","Pen10Phy",0
"1747","Li_16Wor","Sch12Reg",0
"1756","Luc14Eco","Mal80Env",0
"1757","Luc14Eco","Man16Reg",0
"1758","Luc14Eco","Mir86Urb",0
"1759","Luc14Eco","Mod15Qua",0
"1760","Luc14Eco","Mor13Tex",0
"1761","Luc14Eco","Mor13Tow",0
"1762","Luc14Eco","Nau03Jou",0
"1763","Luc14Eco","Nis08Jou",0
"1764","Luc14Eco","Oka79Reg",0
"1765","Luc14Eco","Par83Jou",0
"1766","Luc14Eco","Par85Jou",0
"1767","Luc14Eco","Pen10Phy",0
"1768","Luc14Eco","Pop74Sov",0
"1769","Luc14Eco","Pum15Cyb",0
"1770","Luc14Eco","Ros80Jou",0
"1771","Luc14Eco","Roz11Ame",0
"1772","Luc14Eco","Sch12Reg",0
"1773","Luc14Eco","She12Com",0
"1774","Luc14Eco","Son02Urb",0
"1777","Luc14Eco","Sua80Jou",0
"1778","Luc14Eco","Ven13Oec",0
"1779","Luc14Eco","XuZ09Urb",0
"1780","Luc14Eco","Ziq16Asi",0
"1783","Mal80Env","Mod15Qua",0
"1791","Mal80Env","Pen10Phy",0
"1796","Mal80Env","Sch12Reg",0
"1806","Man16Reg","Mod15Qua",0
"1814","Man16Reg","Pen10Phy",0
"1819","Man16Reg","Sch12Reg",0
"1828","Mir86Urb","Mod15Qua",0
"1836","Mir86Urb","Pen10Phy",0
"1841","Mir86Urb","Sch12Reg",0
"1850","Mod15Qua","Mor13Tex",0
"1851","Mod15Qua","Mor13Tow",0
"1852","Mod15Qua","Nau03Jou",0
"1853","Mod15Qua","Nis08Jou",0
"1854","Mod15Qua","Oka79Reg",0
"1855","Mod15Qua","Par83Jou",0
"1856","Mod15Qua","Par85Jou",0
"1858","Mod15Qua","Pop74Sov",0
"1859","Mod15Qua","Pum15Cyb",0
"1860","Mod15Qua","Ros80Jou",0
"1861","Mod15Qua","Roz11Ame",0
"1863","Mod15Qua","She12Com",0
"1864","Mod15Qua","Son02Urb",0
"1865","Mod15Qua","Soo05Reg",0
"1866","Mod15Qua","Soo07Urb",0
"1867","Mod15Qua","Sua80Jou",0
"1869","Mod15Qua","XuZ09Urb",0
"1870","Mod15Qua","Ziq16Asi",0
"1877","Mor13Tex","Pen10Phy",0
"1882","Mor13Tex","Sch12Reg",0
"1896","Mor13Tow","Pen10Phy",0
"1901","Mor13Tow","Sch12Reg",0
"1914","Nau03Jou","Pen10Phy",0
"1919","Nau03Jou","Sch12Reg",0
"1931","Nis08Jou","Pen10Phy",0
"1936","Nis08Jou","Sch12Reg",0
"1947","Oka79Reg","Pen10Phy",0
"1952","Oka79Reg","Sch12Reg",0
"1962","Par83Jou","Pen10Phy",0
"1967","Par83Jou","Sch12Reg",0
"1976","Par85Jou","Pen10Phy",0
"1981","Par85Jou","Sch12Reg",0
"1990","Pen10Phy","Pop74Sov",0
"1991","Pen10Phy","Pum15Cyb",0
"1992","Pen10Phy","Ros80Jou",0
"1993","Pen10Phy","Roz11Ame",0
"1995","Pen10Phy","She12Com",0
"1996","Pen10Phy","Son02Urb",0
"1997","Pen10Phy","Soo05Reg",0
"1998","Pen10Phy","Soo07Urb",0
"1999","Pen10Phy","Sua80Jou",0
"2001","Pen10Phy","XuZ09Urb",0
"2002","Pen10Phy","Ziq16Asi",0
"2006","Pop74Sov","Sch12Reg",0
"2017","Pum15Cyb","Sch12Reg",0
"2027","Ros80Jou","Sch12Reg",0
"2036","Roz11Ame","Sch12Reg",0
"2045","Sch12Reg","She12Com",0
"2046","Sch12Reg","Son02Urb",0
"2047","Sch12Reg","Soo05Reg",0
"2048","Sch12Reg","Soo07Urb",0
"2049","Sch12Reg","Sua80Jou",0
"2051","Sch12Reg","XuZ09Urb",0
"2052","Sch12Reg","Ziq16Asi",0
