"","i","j","diff_mean"
"1675","Kum14Jou","LeG08Emp",0.922494892028649
"1152","Gab11Jou","Luc14Eco",0.929570378754874
"1758","Luc14Eco","Mir86Urb",0.930912985699446
"1721","LeG08Emp","Sch12Reg",0.931434033260633
"1590","Knu01Ame","Luc14Eco",0.934801917232394
"513","Bra99Jou","LeG08Emp",0.93694335293231
"1723","LeG08Emp","Son02Urb",0.940616232713428
"1389","Gue95Urb","Luc14Eco",0.947684002935285
"1711","LeG08Emp","Nau03Jou",0.953147234319593
"1773","Luc14Eco","She12Com",0.954697270160412
"830","Del04Con","Luc14Eco",0.959788302331586
"162","And05Reg","LeG08Emp",0.970708190773062
"1559","Kam90Jou","Luc14Eco",0.971393227565133
"1770","Luc14Eco","Ros80Jou",0.976052369564022
"1425","Gul12Age","Luc14Eco",0.984142736056673
"102","Ama14Int","Luc14Eco",0.98600618241621
"1766","Luc14Eco","Par85Jou",0.986505580727818
"283","Bat01Urb","LeG08Emp",0.990967093477513
"39","Alp89Jou","Luc14Eco",0.991500771286626
"1779","Luc14Eco","XuZ09Urb",1.00499713140211
"1492","Ign15Dis","LeG08Emp",1.00688519732033
"459","Bos08Reg","Luc14Eco",1.00901569398615
"1314","Gie10Jou","Luc14Eco",1.01416042632662
"1765","Luc14Eco","Par83Jou",1.02829831283702
"1767","Luc14Eco","Pen10Phy",1.03313849635956
"1018","Ett87Env","LeG08Emp",1.03530091295312
"570","Bre00Cyb","Luc14Eco",1.03640025353066
"1730","Li_16Wor","Luc14Eco",1.04001392138549
"927","Dim09Urb","Luc14Eco",1.04660869880465
"1460","Hol10Nat","Luc14Eco",1.08707581162643
"1677","Kum14Jou","Luc14Eco",1.09567945293914
"1772","Luc14Eco","Sch12Reg",1.10461859417113
"515","Bra99Jou","Luc14Eco",1.1101279138428
"1774","Luc14Eco","Son02Urb",1.11380079362392
"1762","Luc14Eco","Nau03Jou",1.12633179523009
"164","And05Reg","Luc14Eco",1.14389275168356
"285","Bat01Urb","Luc14Eco",1.16415165438801
"1494","Ign15Dis","Luc14Eco",1.18006975823082
"1020","Ett87Env","Luc14Eco",1.20848547386362
